EVENT	842613777	1371	1378
EVENT	842613777	1405	1409
EVENT	842613857	73	82
EVENT	842613857	122	129
EVENT	842613857	146	153
EVENT	842613857	197	202
EVENT	842613857	236	240
EVENT	842613857	320	329
EVENT	842613857	353	357
EVENT	842613857	379	384
EVENT	842613857	434	443
EVENT	842613857	476	483
EVENT	842613857	529	533
EVENT	842613857	555	562
EVENT	842613857	614	618
EVENT	842613857	652	658
EVENT	842613857	684	690
EVENT	842613857	798	802
EVENT	842613857	832	836
EVENT	842613857	858	864
EVENT	842613857	913	916
EVENT	842613857	937	946
EVENT	842613937	80	85
EVENT	842613937	126	136
EVENT	842613937	157	162
EVENT	842613937	180	192
EVENT	842613937	206	216
EVENT	842613937	236	242
EVENT	842613937	269	272
EVENT	842613937	308	313
EVENT	842613937	331	338
EVENT	842613937	345	353
EVENT	842613937	425	432
EVENT	842613937	480	486
EVENT	842613937	545	552
EVENT	842613937	588	592
EVENT	842613937	615	619
EVENT	842613937	743	752
EVENT	842613937	822	826
EVENT	842613937	876	879
EVENT	842613937	956	960
EVENT	842614017	87	93
EVENT	842614017	188	196
EVENT	842614017	233	246
EVENT	842614017	377	381
EVENT	842614017	389	396
EVENT	842614017	439	443
TIMEX	842613534	118	127
TIMEX	842613534	215	219
TIMEX	842613534	724	728
TIMEX	842613534	820	826
TIMEX	842613534	888	892
TIMEX	842613534	973	981
TIMEX	842613615	141	150
TIMEX	842613615	218	230
TIMEX	842613696	104	111
TIMEX	842613696	162	171
TIMEX	842613696	787	806
TIMEX	842613777	554	558
TIMEX	842613857	241	245
TIMEX	842613857	330	348
TIMEX	842613857	444	458
TIMEX	842613857	745	766
TIMEX	842613937	86	95
TIMEX	842613937	880	885
TIMEX	842613937	901	910
TIMEX	842614017	99	108
TLINK	TIMEX	842613534	820	826	EVENT	842613534	840	846	after
TLINK	EVENT	842613534	160	167	EVENT	842613534	198	205	unrealized
TLINK	EVENT	842613534	198	205	EVENT	842613534	293	305	unrealized
TLINK	EVENT	842613534	293	305	EVENT	842613534	331	340	after
TLINK	EVENT	842613534	331	340	EVENT	842613534	431	437	overlap
TLINK	EVENT	842613534	507	511	EVENT	842613534	562	569	overlap
TLINK	EVENT	842613534	562	569	EVENT	842613534	595	599	overlap
TLINK	TIMEX	842613534	215	219	EVENT	842613534	293	305	overlap
TLINK	EVENT	842613534	626	632	EVENT	842613534	654	661	overlap
TLINK	EVENT	842613534	654	661	TIMEX	842613534	724	728	before
TLINK	EVENT	842613534	755	757	EVENT	842613534	808	815	after
TLINK	TIMEX	842613534	820	826	EVENT	842613534	840	846	overlap
TLINK	EVENT	842613534	879	887	TIMEX	842613534	888	892	before
TLINK	EVENT	842613534	945	951	TIMEX	842613534	973	981	overlap
TLINK	EVENT	842613615	106	113	TIMEX	842613615	141	150	toText
TLINK	EVENT	842613615	175	181	EVENT	842613615	203	210	before
TLINK	EVENT	842613615	203	210	TIMEX	842613615	218	230	overlap
TLINK	TIMEX	842613615	218	230	EVENT	842613615	240	246	after
TLINK	EVENT	842613615	240	246	EVENT	842613615	269	274	overlap
TLINK	EVENT	842613615	423	426	EVENT	842613615	440	448	after
TLINK	EVENT	842613615	983	987	EVENT	842613615	1009	1012	overlap
TLINK	EVENT	842613615	1199	1205	EVENT	842613615	1206	1211	unrealized
TLINK	EVENT	842613615	1310	1315	EVENT	842613615	1332	1341	unrealized
TLINK	EVENT	842613615	1353	1361	EVENT	842613615	1367	1374	overlap
TLINK	EVENT	842613615	1665	1670	EVENT	842613615	1713	1719	overlap
TLINK	EVENT	842613696	70	75	TIMEX	842613696	104	111	overlap
TLINK	TIMEX	842613696	104	111	EVENT	842613696	122	128	after
TLINK	EVENT	842613696	122	128	TIMEX	842613696	162	171	overlap
TLINK	TIMEX	842613696	162	171	EVENT	842613696	173	180	overlap
TLINK	EVENT	842613696	273	276	EVENT	842613696	439	445	overlap
TLINK	EVENT	842613696	439	445	EVENT	842613696	483	489	overlap
TLINK	EVENT	842613696	483	489	EVENT	842613696	508	512	overlap
TLINK	EVENT	842613696	508	512	EVENT	842613696	534	538	overlap
TLINK	EVENT	842613696	534	538	EVENT	842613696	569	573	overlap
TLINK	EVENT	842613696	703	712	EVENT	842613696	777	786	before
TLINK	EVENT	842613696	777	786	TIMEX	842613696	787	806	overlap
TLINK	EVENT	842613696	856	860	EVENT	842613696	881	885	overlap
TLINK	EVENT	842613696	881	885	EVENT	842613696	965	971	after
TLINK	EVENT	842613777	142	150	EVENT	842613777	169	177	unrealized
TLINK	EVENT	842613777	310	315	EVENT	842613777	330	336	unrealized
TLINK	EVENT	842613777	483	489	TIMEX	842613777	554	558	after
TLINK	EVENT	842613777	704	712	EVENT	842613777	780	786	unrealized
TLINK	EVENT	842613777	919	928	EVENT	842613777	982	986	unrealized
TLINK	EVENT	842613777	1212	1217	EVENT	842613777	1235	1244	before
TLINK	EVENT	842613777	1235	1244	EVENT	842613777	1266	1272	unrealized
TLINK	EVENT	842613777	1341	1345	EVENT	842613777	1371	1378	unrealized
TLINK	EVENT	842613857	73	82	EVENT	842613857	122	129	overlap
TLINK	EVENT	842613857	146	153	EVENT	842613857	197	202	unrealized
TLINK	EVENT	842613857	236	240	TIMEX	842613857	241	245	overlap
TLINK	EVENT	842613857	320	329	TIMEX	842613857	330	348	unrealized
TLINK	EVENT	842613857	353	357	EVENT	842613857	379	384	toText
TLINK	EVENT	842613857	434	443	TIMEX	842613857	444	458	unrealized
TLINK	EVENT	842613857	529	533	EVENT	842613857	555	562	after
TLINK	EVENT	842613857	614	618	EVENT	842613857	652	658	overlap
TLINK	EVENT	842613857	684	690	TIMEX	842613857	745	766	overlap
TLINK	TIMEX	842613857	745	766	EVENT	842613857	798	802	overlap
TLINK	EVENT	842613857	858	864	EVENT	842613857	913	916	overlap
TLINK	EVENT	842613857	913	916	EVENT	842613857	937	946	before
TLINK	EVENT	842613937	80	85	TIMEX	842613937	86	95	overlap
TLINK	TIMEX	842613937	86	95	EVENT	842613937	126	136	before
TLINK	EVENT	842613937	157	162	EVENT	842613937	180	192	before
TLINK	EVENT	842613937	206	216	EVENT	842613937	236	242	after
TLINK	EVENT	842613937	331	338	EVENT	842613937	345	353	overlap
TLINK	EVENT	842613937	425	432	EVENT	842613937	480	486	overlap
TLINK	EVENT	842613937	545	552	EVENT	842613937	588	592	before
TLINK	EVENT	842613937	876	879	TIMEX	842613937	880	885	overlap
TLINK	TIMEX	842613937	880	885	TIMEX	842613937	901	910	before
TLINK	EVENT	842614017	87	93	TIMEX	842614017	99	108	overlap
TLINK	EVENT	842614017	188	196	EVENT	842614017	233	246	after
